emp_no,first_name,last_name,from_date,salary,title,to_date
207734,Kensei,Strooper,1992-01-29,40000,Senior Staff,9999-01-01
207746,LiMin,Etalle,1997-06-10,40000,Senior Engineer,9999-01-01
207760,Hidde,Atchley,1993-11-14,41061,Staff,9999-01-01
207761,Vatsa,Beeson,1988-11-25,64255,Senior Engineer,9999-01-01
207762,Pohua,Bodoff,1985-05-31,41923,Senior Engineer,9999-01-01
207769,Salvador,Marwedel,1986-03-08,51661,Senior Staff,9999-01-01
207774,KayLiang,Trachtenberg,1997-01-06,53722,Senior Staff,9999-01-01
207780,Dinah,Schade,1998-11-05,61591,Engineer,9999-01-01
207784,Lillian,Pardalos,1987-08-14,57340,Senior Engineer,9999-01-01
207792,Shir,Himler,1985-04-10,62550,Senior Engineer,9999-01-01
207793,Magdalena,Passafiume,1997-07-07,40000,Senior Engineer,9999-01-01
207798,Munir,Gyorkos,1987-06-29,80464,Senior Staff,9999-01-01
207800,Arumugam,Chandrasekhar,1987-12-09,40000,Senior Engineer,9999-01-01
207801,Navid,Plumb,1986-11-11,45815,Senior Staff,9999-01-01
207808,Alper,Peyn,1989-01-02,40000,Technique Leader,9999-01-01
207820,Caolyn,Buescher,1993-06-21,50759,Senior Engineer,9999-01-01
207827,Remco,Tasistro,1988-05-29,63979,Senior Staff,9999-01-01
207840,Danel,Zuberek,1987-09-01,50314,Senior Engineer,9999-01-01
207854,Kazuhito,Assaf,1994-06-28,40000,Senior Staff,9999-01-01
207856,Adit,Terkki,1985-02-27,40000,Senior Staff,9999-01-01
207860,Maja,Rodite,1988-05-23,45090,Senior Engineer,9999-01-01
207861,Idoia,Picht,1994-08-14,41493,Staff,9999-01-01
207864,Mingzeng,Steinauer,1988-05-18,40000,Senior Staff,9999-01-01
207877,Kazunori,Bresenham,1986-05-22,41387,Technique Leader,9999-01-01
207905,Manibrata,Orsini,1987-01-28,60467,Senior Engineer,9999-01-01
207914,Dung,Broder,1985-05-17,57980,Technique Leader,9999-01-01
207941,Florian,Emmerich,1996-02-03,83811,Senior Staff,9999-01-01
207945,Arlette,Herber,1998-04-30,40000,Engineer,9999-01-01
207947,Basil,Lamma,1988-01-18,40000,Senior Staff,9999-01-01
207960,Aron,Uludag,1999-02-01,76762,Staff,9999-01-01
207976,Gritta,Champarnaud,1987-05-31,46868,Senior Staff,9999-01-01
207987,Caolyn,Bondorf,1987-01-16,42231,Senior Engineer,9999-01-01
207988,Gianluca,Chenney,1988-05-22,40000,Senior Engineer,9999-01-01
208018,Shahar,Plump,1986-12-30,40000,Senior Engineer,9999-01-01
208020,Adil,Boudaillier,1987-07-01,40000,Senior Engineer,9999-01-01
208031,Ingemar,Hertweck,1992-03-18,40000,Senior Engineer,9999-01-01
208035,Marco,Asser,1995-08-15,40000,Technique Leader,9999-01-01
208040,Mabo,Kadhim,1991-08-14,66514,Senior Engineer,9999-01-01
208053,Marc,Zongker,1988-09-23,40000,Senior Engineer,9999-01-01
208073,Kerryn,Yurek,1992-09-14,40000,Senior Engineer,9999-01-01
208082,Giap,Ozeki,1988-03-13,40000,Senior Staff,9999-01-01
208086,Utpal,Barinka,1996-05-06,45392,Senior Engineer,9999-01-01
208087,Xianlong,Lueh,1986-06-23,43147,Senior Staff,9999-01-01
208093,Olivera,Leslie,1987-05-04,44151,Senior Engineer,9999-01-01
208107,Bikash,Fargier,1987-02-08,53674,Senior Staff,9999-01-01
208111,Volkmar,Rathonyi,1988-05-21,54653,Senior Staff,9999-01-01
208114,Kazunori,Denny,1987-02-26,56662,Senior Staff,9999-01-01
208118,Noritoshi,Baek,1991-11-17,40000,Senior Engineer,9999-01-01
208119,Danny,Azulay,1999-04-08,53494,Senior Staff,9999-01-01
208134,Sangeeta,Crabtree,1985-09-10,45213,Senior Engineer,9999-01-01
208171,Martial,Demke,1986-12-23,40000,Senior Engineer,9999-01-01
208190,Marsja,Azuma,1987-12-01,45142,Senior Engineer,9999-01-01
208200,Fabrizio,Linares,1986-08-25,56600,Senior Engineer,9999-01-01
208209,Kersti,Matzat,1996-12-25,51687,Staff,9999-01-01
208212,Bangqing,Lagarias,1988-10-21,61687,Senior Staff,9999-01-01
208213,Hidde,Brookner,1988-05-10,44597,Senior Engineer,9999-01-01
208218,Masaru,Morrey,1998-05-06,77242,Engineer,9999-01-01
208220,Shigehito,Beidas,1994-06-01,40000,Senior Engineer,9999-01-01
208227,Bodo,Merro,1993-10-28,40000,Senior Staff,9999-01-01
208244,Richara,Crelier,1990-11-03,40000,Senior Engineer,9999-01-01
208249,Yuchang,Esposito,1986-04-25,48238,Senior Engineer,9999-01-01
208256,Hugh,Mungall,1986-06-24,40000,Senior Engineer,9999-01-01
208258,Nathalie,Remmers,1986-08-13,57364,Engineer,9999-01-01
208269,Yuguang,Sury,1985-12-27,48629,Senior Staff,9999-01-01
208293,Siddarth,Merks,1992-11-17,40000,Senior Engineer,9999-01-01
208346,Dharmaraja,Lorho,1987-05-27,62536,Senior Engineer,9999-01-01
208354,Siamak,Boguraev,1990-08-02,56707,Senior Staff,9999-01-01
208358,Keung,Pokrovskii,1998-08-21,50291,Senior Staff,9999-01-01
208407,Arto,Kirkerud,1994-04-10,63158,Senior Staff,9999-01-01
208413,Takahira,Pena,1987-06-12,93176,Senior Staff,9999-01-01
208417,Mani,Ponthieu,1987-04-19,40000,Senior Staff,9999-01-01
208433,Jaewon,Serre,1986-01-19,79122,Technique Leader,9999-01-01
208435,Arfst,Toyoshima,1986-05-08,76615,Senior Staff,9999-01-01
208436,Adhemar,Denny,1987-08-26,63516,Senior Staff,9999-01-01
208456,Stabislas,Herbst,1986-04-06,40000,Senior Staff,9999-01-01
208457,Pohua,Yoshimura,1986-05-22,40000,Senior Staff,9999-01-01
208463,Ipke,Pillow,1993-07-10,73656,Senior Staff,9999-01-01
208473,Toshimitsu,Msuda,1987-04-26,67354,Senior Engineer,9999-01-01
208479,Teiji,Chinal,1997-08-19,40000,Staff,9999-01-01
208482,Vasilii,Schwartzburd,1992-12-05,40000,Senior Engineer,9999-01-01
208486,Chenye,Iwayama,1994-01-06,53104,Staff,9999-01-01
208490,Masasuke,Schicker,1988-04-23,40000,Senior Engineer,9999-01-01
208494,Sumali,Pellegrinelli,1986-10-08,60480,Technique Leader,9999-01-01
208498,Avishai,Rosin,1988-06-27,42344,Engineer,9999-01-01
208500,Boaz,Yurek,1990-01-07,40000,Senior Staff,9999-01-01
208501,Clyde,Chiodo,1991-12-20,44866,Senior Staff,9999-01-01
208511,Shai,Valtorta,1991-01-31,40000,Senior Engineer,9999-01-01
208525,Adam,DiGiano,1989-06-11,79946,Senior Staff,9999-01-01
208528,Sukumar,Polupanov,1988-07-09,46462,Senior Staff,9999-01-01
208531,Dmitry,Peyn,1987-09-24,52959,Senior Staff,9999-01-01
208545,Chandrasekaran,Validov,1987-08-09,56516,Senior Engineer,9999-01-01
208546,Piyush,Garnier,1986-09-07,77403,Senior Staff,9999-01-01
208557,Zhenhua,Servieres,1996-10-08,42030,Engineer,9999-01-01
208576,Alper,Rodham,1988-01-09,40000,Senior Engineer,9999-01-01
208583,Utpal,Lorho,1985-08-25,64989,Senior Engineer,9999-01-01
208586,Remko,Czap,1988-05-27,40000,Senior Engineer,9999-01-01
208589,Sarita,Busillo,1985-04-16,60409,Senior Engineer,9999-01-01
208604,Rafail,Gulik,1997-06-29,40000,Senior Engineer,9999-01-01
208617,Nahla,Onuegbe,1985-03-11,50496,Senior Engineer,9999-01-01
208619,Gererd,Danlos,1985-07-11,46039,Senior Engineer,9999-01-01
208631,Amstein,Schlumberger,1992-04-05,40000,Senior Engineer,9999-01-01
208638,Khatoun,Zobel,1998-12-23,92152,Staff,9999-01-01
208655,Yannik,Rodham,1986-12-03,40000,Senior Engineer,9999-01-01
208659,Kristinn,Ventosa,1985-07-21,40000,Senior Engineer,9999-01-01
208684,Kristin,Brizzi,1990-09-27,40000,Senior Engineer,9999-01-01
208685,Lokesh,Morris,1999-04-12,75255,Engineer,9999-01-01
208686,Gadiel,Farrag,1985-05-15,61183,Senior Staff,9999-01-01
208688,Rosita,Peac,1986-02-21,40000,Senior Engineer,9999-01-01
208689,Hideo,Barvinok,1986-06-16,53552,Senior Staff,9999-01-01
208692,Yoshinari,Brlek,1985-03-16,40000,Senior Staff,9999-01-01
208694,Padma,Famili,1985-09-17,82173,Senior Staff,9999-01-01
208699,Sachio,Isaak,1987-07-02,59967,Senior Staff,9999-01-01
208710,Faiza,Schmezko,1985-03-30,60554,Senior Engineer,9999-01-01
208724,Yongdong,Schnelling,1987-01-01,40000,Technique Leader,9999-01-01
208725,Gilbert,Baig,1999-12-04,41468,Senior Staff,9999-01-01
208726,Mary,Barinka,1988-04-01,49680,Senior Engineer,9999-01-01
208735,Niranjan,Narlikar,1986-06-26,42006,Senior Staff,9999-01-01
208740,Gonzalo,Giveon,1992-05-16,43199,Senior Staff,9999-01-01
208742,Heather,Ruther,1998-01-26,75944,Staff,9999-01-01
208746,Hatsukazu,Schaaf,1998-05-23,50597,Staff,9999-01-01
208750,Leif,Thummel,1996-06-09,41917,Staff,9999-01-01
208762,Chikara,Zwicker,1989-12-11,40000,Senior Engineer,9999-01-01
208766,Masadi,Ashish,1992-06-27,76829,Senior Staff,9999-01-01
208771,Nidapan,Bellmore,1992-08-21,57393,Senior Engineer,9999-01-01
208775,Kiyotoshi,Underwood,1986-04-30,40000,Senior Engineer,9999-01-01
208795,Ayakannu,Pargas,1986-04-05,40000,Senior Staff,9999-01-01
208807,Zita,Shobatake,1994-05-04,55395,Senior Engineer,9999-01-01
208826,Rance,Speckmann,1986-10-06,40000,Senior Staff,9999-01-01
208833,Bojan,Remmele,1988-01-21,40000,Senior Engineer,9999-01-01
208842,Kien,Jansch,1985-04-09,42213,Senior Staff,9999-01-01
208847,Shim,Demizu,1999-08-18,60771,Technique Leader,9999-01-01
208865,Nirmal,Taubenfeld,1985-03-01,66799,Senior Engineer,9999-01-01
208875,Syozo,Garnham,1988-04-30,58489,Senior Engineer,9999-01-01
208877,Yinghua,Shihab,1986-10-28,60635,Senior Engineer,9999-01-01
208878,Vitali,Tetzlaff,1986-11-23,57584,Senior Engineer,9999-01-01
208883,Herb,Munos,1986-05-11,42044,Engineer,9999-01-01
208886,Huan,Isaac,1995-12-09,43586,Senior Staff,9999-01-01
208888,Radhika,Heuter,1994-01-25,47189,Engineer,9999-01-01
208894,Peer,Murtafg,1985-03-14,40000,Senior Engineer,9999-01-01
208898,Ebru,Homond,1988-06-22,58870,Engineer,9999-01-01
208900,Jayson,Frezza,1995-09-05,40000,Senior Staff,9999-01-01
208902,Shigeaki,Thummel,1987-04-30,40000,Senior Staff,9999-01-01
208904,Bojan,Emden,1987-05-17,53030,Senior Engineer,9999-01-01
208905,Chenye,Ramsey,1985-06-22,100788,Senior Staff,9999-01-01
208908,Girolamo,Uludag,1987-01-26,60831,Senior Engineer,9999-01-01
208940,Hideo,Comte,1989-10-05,46623,Senior Engineer,9999-01-01
208947,Danil,Hockney,1985-12-12,40000,Senior Engineer,9999-01-01
208956,Kwok,Plump,1987-10-18,50842,Senior Staff,9999-01-01
208969,Susuma,Beetstra,1999-08-06,51255,Staff,9999-01-01
208972,Phuoc,Marwedel,1995-04-25,66390,Senior Staff,9999-01-01
208975,Giordano,Honglei,1986-01-11,40000,Senior Engineer,9999-01-01
208978,Shaowei,Provine,1986-03-03,40000,Senior Staff,9999-01-01
208979,Candida,Werthner,1986-06-28,58956,Technique Leader,9999-01-01
208980,Wanqing,Baak,1985-09-21,50826,Senior Engineer,9999-01-01
208982,Rutger,Sinitsyn,1988-11-17,40000,Senior Engineer,9999-01-01
208994,Haldon,Fujisaki,1993-04-10,40000,Senior Staff,9999-01-01
209005,Kazunori,Iivonen,1999-09-12,71571,Engineer,9999-01-01
209008,Lidong,Ranft,1986-09-24,50718,Senior Staff,9999-01-01
209026,Szabolcs,Maksimenko,1986-07-15,40000,Senior Engineer,9999-01-01
209033,Patricio,Percebois,1987-07-20,40000,Senior Engineer,9999-01-01
209043,Seshu,Flexer,1985-07-12,44557,Senior Engineer,9999-01-01
209046,Ennio,Kriebel,1994-04-05,67525,Senior Engineer,9999-01-01
209061,Licheng,Zhang,1986-08-16,41781,Senior Engineer,9999-01-01
209083,Kersti,Zaiane,1995-04-26,42809,Senior Engineer,9999-01-01
209094,Moriyoshi,Piancastelli,1995-04-04,48438,Technique Leader,9999-01-01
209110,Filipe,Mullainathan,1985-10-11,65416,Senior Engineer,9999-01-01
209112,Nigel,Joslin,1987-02-23,47064,Senior Engineer,9999-01-01
209121,Greger,Ramalingam,1987-08-09,65907,Senior Engineer,9999-01-01
209127,Annemarie,Luon,1985-09-06,40000,Senior Engineer,9999-01-01
209146,Ziva,Rindone,1992-06-19,40000,Senior Engineer,9999-01-01
209163,Moni,Verspoor,1985-08-01,40000,Senior Engineer,9999-01-01
209174,Kiam,Vidal,1987-09-29,66485,Senior Staff,9999-01-01
209179,Kazunori,Gaughan,1985-11-28,55593,Senior Engineer,9999-01-01
209181,Basil,Strandh,1985-11-19,40449,Senior Engineer,9999-01-01
209183,Susanne,Huttel,1987-11-11,40000,Senior Engineer,9999-01-01
209187,Shigeaki,Usery,1987-05-12,54680,Senior Staff,9999-01-01
209194,Owen,Snedden,1986-04-09,40000,Senior Engineer,9999-01-01
209212,Bouchung,Trumbly,1998-02-17,46456,Engineer,9999-01-01
209215,Branimir,Janocha,1986-11-07,51421,Senior Engineer,9999-01-01
209218,Utz,Kopetz,1999-12-01,40000,Engineer,9999-01-01
209219,Mitchel,Rohrbach,1987-10-08,58687,Senior Engineer,9999-01-01
209222,Anyuan,Ginesta,1997-04-03,57858,Senior Engineer,9999-01-01
209252,Giordano,Bultermann,1987-09-16,40000,Senior Engineer,9999-01-01
209260,Maya,Ouhyoung,1988-01-14,48647,Senior Staff,9999-01-01
209279,Roddy,Bail,1988-03-03,45126,Senior Staff,9999-01-01
209291,Hilari,Trogemann,1988-03-22,40000,Senior Staff,9999-01-01
209293,Jessie,Masada,1986-03-14,40492,Senior Engineer,9999-01-01
209300,Ronghao,Karner,1989-11-22,40000,Senior Engineer,9999-01-01
209304,Marc,Stille,1988-05-03,57522,Senior Engineer,9999-01-01
209306,Tadahiro,Honglei,1996-11-07,40000,Engineer,9999-01-01
209312,Junichi,Colorni,1992-04-22,43691,Senior Staff,9999-01-01
209313,Naraig,Lupu,1989-12-20,41777,Senior Staff,9999-01-01
209316,Jaana,Kuszyk,1993-06-18,40000,Senior Engineer,9999-01-01
209320,Candida,Piancastelli,1985-11-17,49620,Senior Staff,9999-01-01
209322,Xumin,Frezza,1988-03-14,40000,Senior Engineer,9999-01-01
209325,Shih,Goldhammer,1988-02-16,46376,Senior Engineer,9999-01-01
209345,Pohua,Linares,1987-02-05,42121,Senior Engineer,9999-01-01
209356,Tesuro,Jansen,1986-06-14,66004,Senior Staff,9999-01-01
209360,Duke,Stifter,1993-09-12,75609,Senior Staff,9999-01-01
209364,Manibrata,Casperson,1988-10-25,40000,Senior Engineer,9999-01-01
209383,Elvia,Iisaku,1998-03-10,44856,Senior Engineer,9999-01-01
209392,Elvis,Kandlur,1989-05-08,40000,Senior Staff,9999-01-01
209394,Tristan,Sundgren,1994-02-11,49666,Staff,9999-01-01
209410,Subhash,Cronau,1985-10-13,40000,Senior Engineer,9999-01-01
209418,Faiza,Thimonier,1987-01-17,70913,Senior Engineer,9999-01-01
209419,Vugranam,Kabayashi,1999-04-10,40000,Staff,9999-01-01
209436,Barton,Benaini,1992-12-23,63447,Senior Staff,9999-01-01
209439,Gay,Hemaspaandra,1989-05-16,47641,Senior Staff,9999-01-01
209445,Zhiwei,Deville,1988-01-25,44857,Senior Staff,9999-01-01
209463,Arun,Masand,1995-01-25,54340,Senior Staff,9999-01-01
209478,Kasidit,Nitta,1985-08-09,40000,Senior Staff,9999-01-01
209502,Holgard,Sudbeck,1988-02-05,46480,Senior Staff,9999-01-01
209539,Aloys,Erde,1988-07-20,43380,Senior Engineer,9999-01-01
209543,Heng,Porenta,1987-08-10,70266,Senior Engineer,9999-01-01
209544,Fumiya,Kobuchi,1985-07-09,40693,Senior Engineer,9999-01-01
209575,Zita,Kambil,1996-03-28,40000,Senior Engineer,9999-01-01
209577,Shaz,Viele,1998-04-03,91815,Staff,9999-01-01
209589,Genki,Baumann,1986-02-13,40000,Senior Staff,9999-01-01
209602,Stamatina,Foong,1994-07-17,43887,Senior Staff,9999-01-01
209610,Deniz,Rouquie,1988-06-15,54918,Senior Engineer,9999-01-01
209617,Sarita,Lund,1990-02-20,74979,Senior Staff,9999-01-01
209622,Radoslaw,Luit,1987-10-09,55755,Senior Engineer,9999-01-01
209654,Aksel,Stiles,1999-07-07,62499,Senior Staff,9999-01-01
209656,Ger,Oehlmann,1985-10-15,41393,Senior Staff,9999-01-01
209657,Narain,Lunn,1987-09-16,40000,Technique Leader,9999-01-01
209670,Lubomir,Sewelson,1986-10-23,71973,Senior Staff,9999-01-01
209674,Krassimir,Kroft,1986-09-10,57461,Senior Engineer,9999-01-01
209703,Wuxu,Meszaros,1992-07-13,40000,Senior Engineer,9999-01-01
209713,Nahla,Heping,1992-07-01,40000,Senior Engineer,9999-01-01
209717,Thanasis,Mellouli,1999-03-04,40000,Engineer,9999-01-01
209719,Serap,DuBourdieux,1988-07-05,41056,Senior Engineer,9999-01-01
209721,Shaw,Heemskerk,1989-01-12,64592,Senior Staff,9999-01-01
209724,Xianlong,Viele,1988-05-17,69868,Senior Staff,9999-01-01
209751,Cristinel,Rosch,1987-01-18,40000,Senior Engineer,9999-01-01
209752,Amabile,Gulak,1996-08-18,94327,Senior Staff,9999-01-01
209771,Vitali,Muniz,1999-08-08,64963,Senior Staff,9999-01-01
209773,Jaques,Vendrig,1988-07-25,42839,Senior Engineer,9999-01-01
209777,Ravishankar,Condotta,1999-01-21,43700,Engineer,9999-01-01
209778,Przemyslawa,Walstra,1988-11-25,71487,Senior Staff,9999-01-01
209791,Mabhin,Garnham,1986-10-23,67938,Senior Staff,9999-01-01
209792,Yoshinari,Bernick,1985-08-11,58848,Senior Engineer,9999-01-01
209799,Honesty,Caine,1994-05-04,47927,Senior Staff,9999-01-01
209808,Reinhold,Calkin,1991-03-14,45530,Senior Engineer,9999-01-01
209811,Gao,Turnbull,1993-12-04,42848,Senior Engineer,9999-01-01
209817,Arunas,Vecchi,1990-10-29,68582,Senior Engineer,9999-01-01
209828,Vatsa,Brender,1997-11-18,40000,Engineer,9999-01-01
209829,Froduald,Rosca,1997-12-27,72139,Staff,9999-01-01
209832,Tru,Holburn,1987-03-05,40000,Senior Staff,9999-01-01
209834,Nitsan,Alvarado,1989-01-22,60785,Senior Engineer,9999-01-01
209860,Perla,Engberts,1998-02-12,49666,Technique Leader,9999-01-01
209872,Breannda,Kaiser,1988-12-15,69265,Senior Staff,9999-01-01
209877,Kristian,Dredge,1988-04-04,40000,Senior Staff,9999-01-01
209890,Ronghao,Radivojevic,1997-03-25,40000,Staff,9999-01-01
209899,Lucien,Nicolson,1988-10-26,40000,Senior Engineer,9999-01-01
209906,Joydip,Fadgyas,1985-09-03,62953,Senior Staff,9999-01-01
209915,Lillian,Pashtan,1987-10-18,48608,Senior Engineer,9999-01-01
209937,Erez,Bage,1988-02-25,54704,Senior Engineer,9999-01-01
209949,Wanqing,Kornyak,1989-07-30,65290,Senior Staff,9999-01-01
209959,Zongyan,Markovitch,1998-03-07,51615,Engineer,9999-01-01
209997,Nevin,Servi,1986-05-13,40000,Senior Engineer,9999-01-01
210010,Youssef,Linnainmaa,1996-11-03,56441,Engineer,9999-01-01
210033,Chanjung,Ghandeharizadeh,1989-04-17,51049,Senior Engineer,9999-01-01
210042,Alejandra,Hitomi,1996-07-18,84492,Senior Staff,9999-01-01
210044,Ymte,Bergere,1985-10-18,62132,Senior Staff,9999-01-01
210067,Mark,Bresenham,1998-03-27,58745,Technique Leader,9999-01-01
210075,Kazuhiko,Pellegrinelli,1987-02-10,40000,Senior Engineer,9999-01-01
210079,Junsik,Gustavson,1990-09-15,50245,Technique Leader,9999-01-01
210080,Premal,Perl,1997-09-21,61598,Staff,9999-01-01
210090,Shigeu,Ladret,1987-05-21,40000,Senior Staff,9999-01-01
210096,Herbert,Karner,1985-12-07,40000,Technique Leader,9999-01-01
210097,Hercules,Bernatsky,1985-11-27,68335,Senior Engineer,9999-01-01
210098,Mingzeng,Milicic,1999-11-08,63442,Staff,9999-01-01
210110,Falguni,Jullig,1986-11-06,40000,Senior Engineer,9999-01-01
210114,Phillip,Snedden,1986-07-10,66715,Senior Engineer,9999-01-01
210116,Marlo,Bolsens,1987-02-04,57904,Senior Engineer,9999-01-01
210126,Goa,Hartvigsen,1987-05-30,47487,Senior Engineer,9999-01-01
210128,Olivera,Dayana,1987-08-19,57028,Senior Staff,9999-01-01
210129,Aamer,Frijda,1986-11-06,40000,Senior Engineer,9999-01-01
210135,Karsten,Poulakidas,1987-11-18,51522,Senior Engineer,9999-01-01
210153,Unal,Lanteri,1997-09-24,48262,Senior Staff,9999-01-01
210154,Kristine,Salverda,1985-03-07,61265,Senior Staff,9999-01-01
210155,Eirik,Koblitz,1990-04-12,86430,Senior Staff,9999-01-01
210160,Byong,Trelles,1985-09-10,40000,Senior Engineer,9999-01-01
210169,Georgi,Schaaf,1988-07-01,40000,Senior Engineer,9999-01-01
210180,Jianhua,Vural,1995-05-31,44234,Engineer,9999-01-01
210181,Kasturi,Janocha,1991-11-03,40000,Senior Engineer,9999-01-01
210182,Patricio,Junet,1993-01-05,53784,Senior Staff,9999-01-01
210187,Randi,Rosaz,1989-04-17,54047,Senior Engineer,9999-01-01
210194,Sanjit,Flowers,1987-09-21,40000,Senior Engineer,9999-01-01
210205,Richard,Cronan,1990-08-06,74754,Senior Staff,9999-01-01
210206,Bikash,Munck,1987-06-02,40000,Senior Staff,9999-01-01
210212,Jongsuk,Vitiello,1987-05-28,40000,Senior Staff,9999-01-01
210216,Fumitake,Feldmann,1985-12-16,40000,Senior Engineer,9999-01-01
210219,Serif,Encarnacion,1986-03-31,40000,Senior Staff,9999-01-01
210230,Chikako,Bage,1998-11-12,40000,Engineer,9999-01-01
210233,Qunsheng,Gornas,1985-06-13,77552,Senior Staff,9999-01-01
210245,Alenka,Mungall,1986-05-21,59617,Senior Engineer,9999-01-01
210246,Pradeep,Gecsei,1998-08-05,51566,Engineer,9999-01-01
210247,Giao,Sewelson,1994-01-04,40000,Engineer,9999-01-01
210251,Fay,Frezza,1988-10-26,52279,Senior Engineer,9999-01-01
210252,Mohammed,Rissanen,1988-03-18,40000,Senior Engineer,9999-01-01
210253,Jixiang,Scallan,1990-10-05,40000,Senior Engineer,9999-01-01
210277,Yoshimitsu,Carrere,1988-11-05,40000,Senior Engineer,9999-01-01
210281,Slavian,Poupard,1987-07-21,50119,Senior Engineer,9999-01-01
210284,Vasilis,Kavvadias,1988-08-27,40000,Senior Engineer,9999-01-01
210287,Shushma,Krohm,1994-12-03,45786,Engineer,9999-01-01
210288,Oscar,DasSarma,1986-04-30,76726,Senior Staff,9999-01-01
210289,Roddy,Benantar,1995-03-25,40000,Engineer,9999-01-01
210291,Tze,Stenning,1989-10-05,50481,Senior Engineer,9999-01-01
210301,Karoline,Suri,1988-02-14,64879,Senior Staff,9999-01-01
210302,Arun,Norsworthy,1987-01-01,40961,Senior Staff,9999-01-01
210315,Zhanqiu,Sabnani,1988-09-28,40000,Senior Engineer,9999-01-01
210319,Mechthild,Roohalamini,1996-05-18,63431,Senior Staff,9999-01-01
210321,Izaskun,Picco,1992-03-17,40000,Senior Engineer,9999-01-01
210323,Heng,Gluchowski,1987-11-05,40000,Senior Engineer,9999-01-01
210330,Bernardo,Andreotta,1987-01-02,47523,Senior Engineer,9999-01-01
210332,Golgen,Beerel,1995-02-28,40000,Staff,9999-01-01
210336,Noritoshi,Pero,1999-02-16,40268,Engineer,9999-01-01
210337,Utz,Rosch,1996-10-03,65871,Senior Staff,9999-01-01
210341,Tesuro,Ranon,1986-05-05,76767,Senior Staff,9999-01-01
210368,Jianhao,Peres,1996-07-05,40000,Engineer,9999-01-01
210374,Yuriy,Angot,1987-08-25,40000,Senior Engineer,9999-01-01
210386,Chinho,Gustavson,1987-10-15,40935,Senior Engineer,9999-01-01
210387,Elvia,Heuter,1985-07-02,65877,Senior Engineer,9999-01-01
210411,Lucian,Janetzko,1985-02-19,43348,Senior Engineer,9999-01-01
210413,Idoia,Uehara,1990-03-01,73520,Senior Staff,9999-01-01
210418,Alejandro,Krogh,1986-11-25,79798,Senior Engineer,9999-01-01
210431,Giao,Diderrich,1988-03-03,51473,Senior Staff,9999-01-01
210434,Subhada,Swist,1988-06-17,48797,Senior Engineer,9999-01-01
210437,Aleksandar,Pettis,1986-11-14,44194,Senior Staff,9999-01-01
210450,Vitaly,Perfilyeva,1985-07-17,40000,Senior Engineer,9999-01-01
210473,Aram,Terlouw,1996-02-16,50760,Engineer,9999-01-01
210477,DeForest,Keirsey,1986-11-10,45640,Senior Engineer,9999-01-01
210478,Kwangsub,Mitina,1986-04-09,71168,Senior Engineer,9999-01-01
210480,Aloys,Brendel,1998-07-21,40000,Engineer,9999-01-01
